condition,filename,identity,image_type,landmark_detection_success,alignment_applied,fallback_used,latency_ms
EXP-01B,M2-030-01-sz1.jpg,M2-030,query_sketch,False,False,True,333.03
EXP-01B,M2-031-01-sz1.jpg,M2-031,query_sketch,False,False,True,344.31
EXP-01B,M2-032-01-sz1.jpg,M2-032,query_sketch,False,False,True,601.81
EXP-01B,M2-033-01-sz1.jpg,M2-033,query_sketch,False,False,True,594.36
EXP-01B,M2-034-01-sz1.jpg,M2-034,query_sketch,False,False,True,434.19
EXP-01B,M2-035-01-sz1.jpg,M2-035,query_sketch,False,False,True,450.96
EXP-01B,M2-036-01-sz1.jpg,M2-036,query_sketch,False,False,True,453.92
EXP-01B,M2-037-01-sz1.jpg,M2-037,query_sketch,False,False,True,986.59
EXP-01B,M2-038-01-sz1.jpg,M2-038,query_sketch,False,False,True,426.62
EXP-01B,M2-039-01-sz1.jpg,M2-039,query_sketch,False,False,True,414.86
EXP-01B,M2-040-01-sz1.jpg,M2-040,query_sketch,False,False,True,423.34
EXP-01B,M2-041-01-sz1.jpg,M2-041,query_sketch,False,False,True,462.22
EXP-01B,M2-042-01-sz1.jpg,M2-042,query_sketch,False,False,True,563.34
EXP-01B,M2-043-01-sz1.jpg,M2-043,query_sketch,False,False,True,432.66
EXP-01B,M2-044-01-sz1.jpg,M2-044,query_sketch,False,False,True,458.44
EXP-01B,M2-045-01-sz1.jpg,M2-045,query_sketch,False,False,True,602.97
EXP-01B,M2-046-01-sz1.jpg,M2-046,query_sketch,False,False,True,505.12
EXP-01B,M2-047-01-sz1.jpg,M2-047,query_sketch,False,False,True,467.43
EXP-01B,M2-048-01-sz1.jpg,M2-048,query_sketch,False,False,True,307.61
EXP-01B,M2-049-01-sz1.jpg,M2-049,query_sketch,False,False,True,247.39
EXP-01B,M2-050-01-sz1.jpg,M2-050,query_sketch,False,False,True,481.14
EXP-01B,M2-051-01-sz1.jpg,M2-051,query_sketch,False,False,True,487.11
EXP-01B,M2-052-01-sz1.jpg,M2-052,query_sketch,False,False,True,265.34
EXP-01B,M2-053-01-sz1.jpg,M2-053,query_sketch,False,False,True,313.3
EXP-01B,M2-054-01-sz1.jpg,M2-054,query_sketch,False,False,True,543.24
EXP-01B,M2-055-01-sz1.jpg,M2-055,query_sketch,False,False,True,556.9
EXP-01B,M2-056-01-sz1.jpg,M2-056,query_sketch,False,False,True,261.45
EXP-01B,M2-057-01-sz1.jpg,M2-057,query_sketch,False,False,True,254.64
EXP-01B,M2-058-01-sz1.jpg,M2-058,query_sketch,False,False,True,440.1
EXP-01B,M2-059-01-sz1.jpg,M2-059,query_sketch,False,False,True,492.55
EXP-01B,M2-060-01-sz1.jpg,M2-060,query_sketch,False,False,True,272.93
EXP-01B,M2-061-01-sz1.jpg,M2-061,query_sketch,False,False,True,266.08
EXP-01B,M2-062-01-sz1.jpg,M2-062,query_sketch,False,False,True,403.13
EXP-01B,a-sharukh-1.jpg,a-sharukh-1,query_sketch,False,False,True,485.63
EXP-01B,a-sharukh-2.jpg,a-sharukh-2,query_sketch,False,False,True,616.16
EXP-01B,f-039-01-sz1.jpg,f-039,query_sketch,False,False,True,788.49
EXP-01B,f-040-01-sz1.jpg,f-040,query_sketch,False,False,True,338.4
EXP-01B,f-041-01-sz1.jpg,f-041,query_sketch,False,False,True,300.58
EXP-01B,f-042-01-sz1.jpg,f-042,query_sketch,False,False,True,438.6
EXP-01B,f-043-01-sz1.jpg,f-043,query_sketch,False,False,True,350.67
EXP-01B,f1-001-01-sz1.jpg,f1-001,query_sketch,False,False,True,414.98
EXP-01B,f1-002-01-sz1.jpg,f1-002,query_sketch,False,False,True,401.91
EXP-01B,f1-003-01-sz1.jpg,f1-003,query_sketch,False,False,True,405.28
EXP-01B,f1-004-01-sz1.jpg,f1-004,query_sketch,False,False,True,438.19
EXP-01B,f1-005-01-sz1.jpg,f1-005,query_sketch,False,False,True,449.1
EXP-01B,f1-006-01-sz1.jpg,f1-006,query_sketch,False,False,True,707.42
EXP-01B,f1-007-01-sz1.jpg,f1-007,query_sketch,False,False,True,636.9
EXP-01B,f1-008-01-sz1.jpg,f1-008,query_sketch,False,False,True,331.3
EXP-01B,f1-009-01-sz1.jpg,f1-009,query_sketch,False,False,True,407.47
EXP-01B,f1-010-01-sz1.jpg,f10,query_sketch,False,False,True,528.44
EXP-01B,f1-011-01-sz1.jpg,f11,query_sketch,False,False,True,434.67
EXP-01B,f1-012-01-sz1.jpg,f12,query_sketch,False,False,True,486.94
EXP-01B,f1-013-01-sz1.jpg,f13,query_sketch,False,False,True,563.95
EXP-01B,f1-014-01-sz1.jpg,f14,query_sketch,False,False,True,489.67
EXP-01B,f1-015-01-sz1.jpg,f15,query_sketch,False,False,True,363.49
EXP-01B,m-063-01-sz1.jpg,m-063,query_sketch,False,False,True,344.86
EXP-01B,m-064-01-sz1.jpg,m-064,query_sketch,False,False,True,368.41
EXP-01B,m-065-01-sz1.jpg,m-065,query_sketch,False,False,True,571.25
EXP-01B,m-066-01-sz1.jpg,m-066,query_sketch,False,False,True,583.42
EXP-01B,m-067-01-sz1.jpg,m-067,query_sketch,False,False,True,402.86
EXP-01B,m-068-01-sz1.jpg,m-068,query_sketch,False,False,True,331.46
EXP-01B,m-069-01-sz1.jpg,m-069,query_sketch,False,False,True,358.11
EXP-01B,m-070-01-sz1.jpg,m-070,query_sketch,False,False,True,385.04
EXP-01B,m-071-01-sz1.jpg,m-071,query_sketch,False,False,True,434.58
EXP-01B,m-072-01-sz1.jpg,m-072,query_sketch,False,False,True,452.01
EXP-01B,m-073-01-sz1.jpg,m-073,query_sketch,False,False,True,627.29
EXP-01B,m-074-01-sz1.jpg,m-074,query_sketch,False,False,True,352.34
EXP-01B,m-075-01-sz1.jpg,m-075,query_sketch,False,False,True,402.38
EXP-01B,m-076-01-sz1.jpg,m-076,query_sketch,False,False,True,512.99
EXP-01B,m-077-01-sz1.jpg,m-077,query_sketch,False,False,True,741.89
EXP-01B,m-078-01-sz1.jpg,m-078,query_sketch,False,False,True,330.83
EXP-01B,m-079-01-sz1.jpg,m-079,query_sketch,False,False,True,354.75
EXP-01B,m-080-01-sz1.jpg,m-080,query_sketch,False,False,True,357.76
EXP-01B,m-081-01-sz1.jpg,m-081,query_sketch,False,False,True,351.32
EXP-01B,m-082-01-sz1.jpg,m-082,query_sketch,False,False,True,412.58
EXP-01B,m-083-01-sz1.jpg,m-083,query_sketch,False,False,True,508.09
EXP-01B,m-084-01-sz1.jpg,m-084,query_sketch,False,False,True,390.32
EXP-01B,m-085-01-sz1.jpg,m-085,query_sketch,False,False,True,571.04
EXP-01B,m-086-01-sz1.jpg,m-086,query_sketch,False,False,True,360.26
EXP-01B,m-087-01-sz1.jpg,m-087,query_sketch,False,False,True,610.1
EXP-01B,m-088-01-sz1.jpg,m-088,query_sketch,False,False,True,419.87
EXP-01B,m-089-01-sz1.jpg,m-089,query_sketch,False,False,True,430.08
EXP-01B,m-090-01-sz1.jpg,m-090,query_sketch,False,False,True,405.92
EXP-01B,m-091-01-sz1.jpg,m-091,query_sketch,False,False,True,435.14
EXP-01B,m-092-01-sz1.jpg,m-092,query_sketch,False,False,True,463.37
EXP-01B,m-093-01-sz1.jpg,m-093,query_sketch,False,False,True,434.82
EXP-01B,m-094-01-sz1.jpg,m-094,query_sketch,False,False,True,617.83
EXP-01B,m-095-01-sz1.jpg,m-095,query_sketch,False,False,True,428.97
EXP-01B,m-096-01-sz1.jpg,m-096,query_sketch,False,False,True,432.88
EXP-01B,m-097-01-sz1.jpg,m-097,query_sketch,False,False,True,429.98
EXP-01B,m-098-01-sz1.jpg,m-098,query_sketch,False,False,True,397.85
EXP-01B,m-099-01-sz1.jpg,m-099,query_sketch,False,False,True,405.86
EXP-01B,m-100-01-sz1.jpg,m-100,query_sketch,False,False,True,479.29
EXP-01B,m-101-01-sz1.jpg,m-101,query_sketch,False,False,True,469.28
EXP-01B,m1-001-01-sz1.jpg,m1-001,query_sketch,False,False,True,328.86
EXP-01B,m1-002-01-sz1.jpg,m1-002,query_sketch,False,False,True,339.62
EXP-01B,m1-003-01-sz1.jpg,m1-003,query_sketch,False,False,True,518.87
EXP-01B,m1-004-01-sz1.jpg,m1-004,query_sketch,False,False,True,452.45
EXP-01B,m1-005-01-sz1.jpg,m1-005,query_sketch,False,False,True,367.51
EXP-01B,m1-006-01-sz1.jpg,m1-006,query_sketch,False,False,True,307.89
EXP-01B,m1-007-01-sz1.jpg,m1-007,query_sketch,False,False,True,340.46
EXP-01B,m1-008-01-sz1.jpg,m1-008,query_sketch,False,False,True,382.72
EXP-01B,m1-009-01-sz1.jpg,m1-009,query_sketch,False,False,True,576.49
EXP-01B,m1-010-01-sz1.jpg,m10,query_sketch,False,False,True,737.24
EXP-01B,m1-011-01-sz1.jpg,m11,query_sketch,False,False,True,386.15
EXP-01B,m1-012-01-sz1.jpg,m12,query_sketch,False,False,True,384.25
EXP-01B,m1-013-01-sz1.jpg,m13,query_sketch,False,False,True,419.53
EXP-01B,m1-014-01-sz1.jpg,m14,query_sketch,False,False,True,446.62
EXP-01B,m1-015-01-sz1.jpg,m15,query_sketch,False,False,True,415.7
EXP-01B,m1-016-01-sz1.jpg,m16,query_sketch,False,False,True,417.38
EXP-01B,m1-017-01-sz1.jpg,m17,query_sketch,False,False,True,361.52
EXP-01B,m1-018-01-sz1.jpg,m18,query_sketch,False,False,True,440.36
EXP-01B,m1-019-01-sz1.jpg,m19,query_sketch,False,False,True,469.89
EXP-01B,m1-020-01-sz1.jpg,m1-020,query_sketch,False,False,True,577.93
EXP-01B,m1-021-01-sz1.jpg,m1-021,query_sketch,False,False,True,495.65
EXP-01B,m1-022-01-sz1.jpg,m1-022,query_sketch,False,False,True,401.93
EXP-01B,m1-023-01-sz1.jpg,m1-023,query_sketch,False,False,True,427.71
EXP-01B,m1-024-01-sz1.jpg,m1-024,query_sketch,False,False,True,399.11
EXP-01B,m1-025-01-sz1.jpg,m1-025,query_sketch,False,False,True,431.96
EXP-01B,m1-026-01-sz1.jpg,m1-026,query_sketch,False,False,True,586.9
EXP-01B,m1-027-01-sz1.jpg,m1-027,query_sketch,False,False,True,277.05
EXP-01B,m1-028-01-sz1.jpg,m1-028,query_sketch,False,False,True,326.07
EXP-01B,m1-029-01-sz1.jpg,m1-029,query_sketch,False,False,True,439.2
EXP-01B,m1-030-01-sz1.jpg,m1-030,query_sketch,False,False,True,490.1
EXP-01B,m1-031-01-sz1.jpg,m1-031,query_sketch,False,False,True,528.24
EXP-01B,m1-032-01-sz1.jpg,m1-032,query_sketch,False,False,True,356.09
EXP-01B,m1-033-01-sz1.jpg,m1-033,query_sketch,False,False,True,428.41
EXP-01B,m1-034-01-sz1.jpg,m1-034,query_sketch,False,False,True,513.06
EXP-01B,m1-035-01-sz1.jpg,m1-035,query_sketch,False,False,True,391.04
EXP-01B,m1-036-01-sz1.jpg,m1-036,query_sketch,False,False,True,430.04
EXP-01B,m1-037-01-sz1.jpg,m1-037,query_sketch,False,False,True,485.19
EXP-01B,m1-038-01-sz1.jpg,m1-038,query_sketch,False,False,True,443.69
EXP-01B,m1-039-01-sz1.jpg,m1-039,query_sketch,False,False,True,431.97
EXP-01B,m1-040-01-sz1.jpg,m1-040,query_sketch,False,False,True,442.54
EXP-01B,m1-041-01-sz1.jpg,m1-041,query_sketch,False,False,True,388.87
EXP-01C,F2-005-01-sz1.jpg,F2-005,query_sketch,False,False,True,394.07
EXP-01C,F2-006-01-sz1.jpg,F2-006,query_sketch,False,False,True,406.72
EXP-01C,F2-007-01-sz1.jpg,F2-007,query_sketch,False,False,True,359.19
EXP-01C,F2-008-01-sz1.jpg,F2-008,query_sketch,False,False,True,225.49
EXP-01C,F2-009-01-sz1.jpg,F2-009,query_sketch,False,False,True,327.66
EXP-01C,F2-010-01-sz1.jpg,F20,query_sketch,False,False,True,230.06
EXP-01C,F2-011-01-sz1.jpg,F21,query_sketch,False,False,True,278.92
EXP-01C,F2-012-01-sz1.jpg,F22,query_sketch,False,False,True,273.3
EXP-01C,F2-013-01-sz1.jpg,F23,query_sketch,False,False,True,416.04
EXP-01C,F2-014-01-sz1.jpg,F24,query_sketch,False,False,True,486.29
EXP-01C,F2-015-01-sz1.jpg,F25,query_sketch,False,False,True,314.58
EXP-01C,F2-016-01-sz1.jpg,F26,query_sketch,False,False,True,286.74
EXP-01C,F2-017-01-sz1.jpg,F27,query_sketch,False,False,True,238.04
EXP-01C,F2-018-01-sz1.jpg,F28,query_sketch,False,False,True,296.62
EXP-01C,F2-019-01-sz1.jpg,F29,query_sketch,False,False,True,231.35
EXP-01C,F2-020-01-sz1.jpg,F2-020,query_sketch,False,False,True,276.7
EXP-01C,F2-021-01-sz1.jpg,F2-021,query_sketch,False,False,True,418.4
EXP-01C,F2-022-01-sz1.jpg,F2-022,query_sketch,False,False,True,380.49
EXP-01C,F2-023-01-sz1.jpg,F2-023,query_sketch,False,False,True,265.89
EXP-01C,F2-024-01-sz1.jpg,F2-024,query_sketch,False,False,True,273.4
EXP-01C,F2-025-01-sz1.jpg,F2-025,query_sketch,False,False,True,349.47
EXP-01C,F2-026-01-sz1.jpg,F2-026,query_sketch,False,False,True,247.61
EXP-01C,F2-027-01-sz1.jpg,F2-027,query_sketch,False,False,True,267.81
EXP-01C,F2-028-01-sz1.jpg,F2-028,query_sketch,False,False,True,508.6
EXP-01C,F2-029-01-sz1.jpg,F2-029,query_sketch,False,False,True,556.89
EXP-01C,F2-030-01-sz1.jpg,F2-030,query_sketch,False,False,True,431.5
EXP-01C,F2-031-01-sz1.jpg,F2-031,query_sketch,False,False,True,392.17
EXP-01C,F2-032-01-sz1.jpg,F2-032,query_sketch,False,False,True,391.26
EXP-01C,F2-033-01-sz1.jpg,F2-033,query_sketch,False,False,True,430.84
EXP-01C,F2-034-01-sz1.jpg,F2-034,query_sketch,False,False,True,567.71
EXP-01C,F2-035-01-sz1.jpg,F2-035,query_sketch,False,False,True,620.99
EXP-01C,F2-036-01-sz1.jpg,F2-036,query_sketch,False,False,True,329.72
EXP-01C,F2-037-01-sz1.jpg,F2-037,query_sketch,False,False,True,207.93
EXP-01C,F2-038-01-sz1.jpg,F2-038,query_sketch,False,False,True,560.62
EXP-01C,M2-008-01-sz1.jpg,M2-008,query_sketch,False,False,True,538.56
EXP-01C,M2-009-01-sz1.jpg,M2-009,query_sketch,False,False,True,265.25
EXP-01C,M2-010-01-sz1.jpg,M20,query_sketch,False,False,True,248.91
EXP-01C,M2-011-01-sz1.jpg,M21,query_sketch,False,False,True,315.89
EXP-01C,M2-012-01-sz1.jpg,M22,query_sketch,False,False,True,541.78
EXP-01C,M2-013-01-sz1.jpg,M23,query_sketch,False,False,True,322.36
EXP-01C,M2-014-01-sz1.jpg,M24,query_sketch,False,False,True,235.49
EXP-01C,M2-015-01-sz1.jpg,M25,query_sketch,False,False,True,310.84
EXP-01C,M2-016-01-sz1.jpg,M26,query_sketch,False,False,True,387.27
EXP-01C,M2-017-01-sz1.jpg,M27,query_sketch,False,False,True,424.14
EXP-01C,M2-018-01-sz1.jpg,M28,query_sketch,False,False,True,288.26
EXP-01C,M2-019-01-sz1.jpg,M29,query_sketch,False,False,True,253.94
EXP-01C,M2-021-01-sz1.jpg,M2-021,query_sketch,False,False,True,255.14
EXP-01C,M2-022-01-sz1.jpg,M2-022,query_sketch,False,False,True,222.9
EXP-01C,M2-023-01-sz1.jpg,M2-023,query_sketch,False,False,True,356.27
EXP-01C,M2-024-01-sz1.jpg,M2-024,query_sketch,False,False,True,398.14
EXP-01C,M2-025-01-sz1.jpg,M2-025,query_sketch,False,False,True,372.4
EXP-01C,M2-026-01-sz1.jpg,M2-026,query_sketch,False,False,True,222.51
EXP-01C,M2-027-01-sz1.jpg,M2-027,query_sketch,False,False,True,251.14
EXP-01C,M2-028-01-sz1.jpg,M2-028,query_sketch,False,False,True,243.81
EXP-01C,M2-029-01-sz1.jpg,M2-029,query_sketch,False,False,True,260.14
EXP-01C,M2-030-01-sz1.jpg,M2-030,query_sketch,False,False,True,353.78
EXP-01C,M2-031-01-sz1.jpg,M2-031,query_sketch,False,False,True,462.86
EXP-01C,M2-032-01-sz1.jpg,M2-032,query_sketch,False,False,True,506.01
EXP-01C,M2-033-01-sz1.jpg,M2-033,query_sketch,False,False,True,452.39
EXP-01C,M2-034-01-sz1.jpg,M2-034,query_sketch,False,False,True,501.51
EXP-01C,M2-035-01-sz1.jpg,M2-035,query_sketch,False,False,True,283.87
EXP-01C,M2-036-01-sz1.jpg,M2-036,query_sketch,False,False,True,272.66
EXP-01C,M2-037-01-sz1.jpg,M2-037,query_sketch,False,False,True,320.13
EXP-01C,M2-038-01-sz1.jpg,M2-038,query_sketch,False,False,True,444.03
EXP-01C,M2-039-01-sz1.jpg,M2-039,query_sketch,False,False,True,389.42
EXP-01C,M2-040-01-sz1.jpg,M2-040,query_sketch,False,False,True,419.76
EXP-01C,M2-041-01-sz1.jpg,M2-041,query_sketch,False,False,True,263.65
EXP-01C,M2-042-01-sz1.jpg,M2-042,query_sketch,False,False,True,228.88
EXP-01C,M2-043-01-sz1.jpg,M2-043,query_sketch,False,False,True,218.19
EXP-01C,M2-044-01-sz1.jpg,M2-044,query_sketch,False,False,True,522.45
EXP-01C,M2-045-01-sz1.jpg,M2-045,query_sketch,False,False,True,519.69
EXP-01C,M2-046-01-sz1.jpg,M2-046,query_sketch,False,False,True,505.24
EXP-01C,M2-047-01-sz1.jpg,M2-047,query_sketch,False,False,True,310.64
EXP-01C,M2-048-01-sz1.jpg,M2-048,query_sketch,False,False,True,375.01
EXP-01C,M2-049-01-sz1.jpg,M2-049,query_sketch,False,False,True,401.3
EXP-01C,M2-050-01-sz1.jpg,M2-050,query_sketch,False,False,True,381.93
EXP-01C,M2-051-01-sz1.jpg,M2-051,query_sketch,False,False,True,409.19
EXP-01C,M2-052-01-sz1.jpg,M2-052,query_sketch,False,False,True,527.11
EXP-01C,M2-053-01-sz1.jpg,M2-053,query_sketch,False,False,True,366.32
EXP-01C,M2-054-01-sz1.jpg,M2-054,query_sketch,False,False,True,531.32
EXP-01C,M2-055-01-sz1.jpg,M2-055,query_sketch,False,False,True,356.95
EXP-01C,M2-056-01-sz1.jpg,M2-056,query_sketch,False,False,True,355.41
EXP-01C,M2-057-01-sz1.jpg,M2-057,query_sketch,False,False,True,599.73
EXP-01C,M2-058-01-sz1.jpg,M2-058,query_sketch,False,False,True,371.72
EXP-01C,M2-059-01-sz1.jpg,M2-059,query_sketch,False,False,True,377.14
EXP-01C,M2-060-01-sz1.jpg,M2-060,query_sketch,False,False,True,346.77
EXP-01C,M2-061-01-sz1.jpg,M2-061,query_sketch,False,False,True,347.57
EXP-01C,M2-062-01-sz1.jpg,M2-062,query_sketch,False,False,True,500.59
EXP-01C,a-sharukh-1.jpg,a-sharukh-1,query_sketch,False,False,True,364.2
EXP-01C,a-sharukh-2.jpg,a-sharukh-2,query_sketch,False,False,True,350.93
EXP-01C,f-039-01-sz1.jpg,f-039,query_sketch,False,False,True,295.41
EXP-01C,f-040-01-sz1.jpg,f-040,query_sketch,False,False,True,258.89
EXP-01C,f-041-01-sz1.jpg,f-041,query_sketch,False,False,True,336.79
EXP-01C,f-042-01-sz1.jpg,f-042,query_sketch,False,False,True,255.1
EXP-01C,f-043-01-sz1.jpg,f-043,query_sketch,False,False,True,265.29
EXP-01C,f1-001-01-sz1.jpg,f1-001,query_sketch,False,False,True,316.14
EXP-01C,f1-002-01-sz1.jpg,f1-002,query_sketch,False,False,True,346.72
EXP-01C,f1-003-01-sz1.jpg,f1-003,query_sketch,False,False,True,326.75
EXP-01C,f1-004-01-sz1.jpg,f1-004,query_sketch,False,False,True,379.03
EXP-01C,f1-005-01-sz1.jpg,f1-005,query_sketch,False,False,True,362.56
EXP-01C,f1-006-01-sz1.jpg,f1-006,query_sketch,False,False,True,308.26
EXP-01C,f1-007-01-sz1.jpg,f1-007,query_sketch,False,False,True,228.33
EXP-01C,f1-008-01-sz1.jpg,f1-008,query_sketch,False,False,True,233.86
EXP-01C,f1-009-01-sz1.jpg,f1-009,query_sketch,False,False,True,228.86
EXP-01C,f1-010-01-sz1.jpg,f10,query_sketch,False,False,True,250.79
EXP-01C,f1-011-01-sz1.jpg,f11,query_sketch,False,False,True,331.32
EXP-01C,f1-012-01-sz1.jpg,f12,query_sketch,False,False,True,225.84
EXP-01C,f1-013-01-sz1.jpg,f13,query_sketch,False,False,True,226.97
EXP-01C,f1-014-01-sz1.jpg,f14,query_sketch,False,False,True,296.97
EXP-01C,f1-015-01-sz1.jpg,f15,query_sketch,False,False,True,262.77
EXP-01C,m-063-01-sz1.jpg,m-063,query_sketch,False,False,True,214.75
EXP-01C,m-064-01-sz1.jpg,m-064,query_sketch,False,False,True,222.33
EXP-01C,m-065-01-sz1.jpg,m-065,query_sketch,False,False,True,267.3
EXP-01C,m-066-01-sz1.jpg,m-066,query_sketch,False,False,True,272.05
EXP-01C,m-067-01-sz1.jpg,m-067,query_sketch,False,False,True,265.27
EXP-01C,m-068-01-sz1.jpg,m-068,query_sketch,False,False,True,331.02
EXP-01C,m-069-01-sz1.jpg,m-069,query_sketch,False,False,True,228.18
EXP-01C,m-070-01-sz1.jpg,m-070,query_sketch,False,False,True,252.16
EXP-01C,m-071-01-sz1.jpg,m-071,query_sketch,False,False,True,249.5
EXP-01C,m-072-01-sz1.jpg,m-072,query_sketch,False,False,True,232.75
EXP-01C,m-073-01-sz1.jpg,m-073,query_sketch,False,False,True,300.05
EXP-01C,m-074-01-sz1.jpg,m-074,query_sketch,False,False,True,203.93
EXP-01C,m-075-01-sz1.jpg,m-075,query_sketch,False,False,True,214.52
EXP-01C,m-076-01-sz1.jpg,m-076,query_sketch,False,False,True,218.15
EXP-01C,m-077-01-sz1.jpg,m-077,query_sketch,False,False,True,237.11
EXP-01C,m-078-01-sz1.jpg,m-078,query_sketch,False,False,True,229.55
EXP-01C,m-079-01-sz1.jpg,m-079,query_sketch,False,False,True,228.01
EXP-01C,m-080-01-sz1.jpg,m-080,query_sketch,False,False,True,212.33
EXP-01C,m-081-01-sz1.jpg,m-081,query_sketch,False,False,True,230.03
EXP-01C,m-082-01-sz1.jpg,m-082,query_sketch,False,False,True,228.39
EXP-01C,m-083-01-sz1.jpg,m-083,query_sketch,False,False,True,211.87
EXP-01C,m-084-01-sz1.jpg,m-084,query_sketch,False,False,True,263.33
EXP-01C,m-085-01-sz1.jpg,m-085,query_sketch,False,False,True,260.3
EXP-01C,m-086-01-sz1.jpg,m-086,query_sketch,False,False,True,219.56
EXP-01C,m-087-01-sz1.jpg,m-087,query_sketch,False,False,True,229.79
EXP-01C,m-088-01-sz1.jpg,m-088,query_sketch,False,False,True,248.13
EXP-01C,m-089-01-sz1.jpg,m-089,query_sketch,False,False,True,538.15
EXP-01C,m-090-01-sz1.jpg,m-090,query_sketch,False,False,True,259.04
EXP-01C,m-091-01-sz1.jpg,m-091,query_sketch,False,False,True,171.69
EXP-01C,m-092-01-sz1.jpg,m-092,query_sketch,False,False,True,194.95
EXP-01C,m-093-01-sz1.jpg,m-093,query_sketch,False,False,True,197.07
EXP-01C,m-094-01-sz1.jpg,m-094,query_sketch,False,False,True,196.02
EXP-01C,m-095-01-sz1.jpg,m-095,query_sketch,False,False,True,231.96
EXP-01C,m-096-01-sz1.jpg,m-096,query_sketch,False,False,True,228.74
EXP-01C,m-097-01-sz1.jpg,m-097,query_sketch,False,False,True,226.48
EXP-01C,m-098-01-sz1.jpg,m-098,query_sketch,False,False,True,229.96
EXP-01C,m-099-01-sz1.jpg,m-099,query_sketch,False,False,True,205.15
EXP-01C,m-100-01-sz1.jpg,m-100,query_sketch,False,False,True,232.48
EXP-01C,m-101-01-sz1.jpg,m-101,query_sketch,False,False,True,244.36
EXP-01C,m1-001-01-sz1.jpg,m1-001,query_sketch,False,False,True,220.98
EXP-01C,m1-002-01-sz1.jpg,m1-002,query_sketch,False,False,True,211.03
EXP-01C,m1-003-01-sz1.jpg,m1-003,query_sketch,False,False,True,208.81
EXP-01C,m1-004-01-sz1.jpg,m1-004,query_sketch,False,False,True,220.01
EXP-01C,m1-005-01-sz1.jpg,m1-005,query_sketch,False,False,True,232.18
EXP-01C,m1-006-01-sz1.jpg,m1-006,query_sketch,False,False,True,204.35
EXP-01C,m1-007-01-sz1.jpg,m1-007,query_sketch,False,False,True,218.83
EXP-01C,m1-008-01-sz1.jpg,m1-008,query_sketch,False,False,True,242.5
EXP-01C,m1-009-01-sz1.jpg,m1-009,query_sketch,False,False,True,309.32
EXP-01C,m1-010-01-sz1.jpg,m10,query_sketch,False,False,True,384.97
EXP-01C,m1-011-01-sz1.jpg,m11,query_sketch,False,False,True,233.47
EXP-01C,m1-012-01-sz1.jpg,m12,query_sketch,False,False,True,272.11
EXP-01C,m1-013-01-sz1.jpg,m13,query_sketch,False,False,True,177.22
EXP-01C,m1-014-01-sz1.jpg,m14,query_sketch,False,False,True,185.33
EXP-01C,m1-015-01-sz1.jpg,m15,query_sketch,False,False,True,223.76
EXP-01C,m1-016-01-sz1.jpg,m16,query_sketch,False,False,True,250.94
EXP-01C,m1-017-01-sz1.jpg,m17,query_sketch,False,False,True,240.66
EXP-01C,m1-018-01-sz1.jpg,m18,query_sketch,False,False,True,208.03
EXP-01C,m1-019-01-sz1.jpg,m19,query_sketch,False,False,True,225.31
EXP-01C,m1-020-01-sz1.jpg,m1-020,query_sketch,False,False,True,243.66
EXP-01C,m1-021-01-sz1.jpg,m1-021,query_sketch,False,False,True,242.32
EXP-01C,m1-022-01-sz1.jpg,m1-022,query_sketch,False,False,True,230.4
EXP-01C,m1-023-01-sz1.jpg,m1-023,query_sketch,False,False,True,233.01
EXP-01C,m1-024-01-sz1.jpg,m1-024,query_sketch,False,False,True,230.98
EXP-01C,m1-025-01-sz1.jpg,m1-025,query_sketch,False,False,True,225.66
EXP-01C,m1-026-01-sz1.jpg,m1-026,query_sketch,False,False,True,219.84
EXP-01C,m1-027-01-sz1.jpg,m1-027,query_sketch,False,False,True,211.25
EXP-01C,m1-028-01-sz1.jpg,m1-028,query_sketch,False,False,True,253.28
EXP-01C,m1-029-01-sz1.jpg,m1-029,query_sketch,False,False,True,239.88
EXP-01C,m1-030-01-sz1.jpg,m1-030,query_sketch,False,False,True,315.33
EXP-01C,m1-031-01-sz1.jpg,m1-031,query_sketch,False,False,True,323.99
EXP-01C,m1-032-01-sz1.jpg,m1-032,query_sketch,False,False,True,293.97
EXP-01C,m1-033-01-sz1.jpg,m1-033,query_sketch,False,False,True,240.09
EXP-01C,m1-034-01-sz1.jpg,m1-034,query_sketch,False,False,True,214.53
EXP-01C,m1-035-01-sz1.jpg,m1-035,query_sketch,False,False,True,205.83
EXP-01C,m1-036-01-sz1.jpg,m1-036,query_sketch,False,False,True,286.87
EXP-01C,m1-037-01-sz1.jpg,m1-037,query_sketch,False,False,True,268.51
EXP-01C,m1-038-01-sz1.jpg,m1-038,query_sketch,False,False,True,200.06
EXP-01C,m1-039-01-sz1.jpg,m1-039,query_sketch,False,False,True,232.72
EXP-01C,m1-040-01-sz1.jpg,m1-040,query_sketch,False,False,True,265.97
EXP-01C,m1-041-01-sz1.jpg,m1-041,query_sketch,False,False,True,183.99
